From,To ,Capacity,CU (%)
2793918,1967236,4,0.151860289
2792073,2790644,18,0.683371298
3117113,2787551,2,0.075930144
2785510,2783853,2,0.075930144
3089729,1967236,17,0.645406226
2787520,2755857,3,0.113895216
2783865,1967236,3,0.113895216
2812285,2781972,3,0.113895216
2791928,3714979,10,0.379650721
3492188,2791211,3,0.113895216
2787957,3089729,3,0.113895216
2781975,1967236,2,0.075930144
2781972,1967236,9,0.341685649
3477820,3089729,2,0.075930144
3753317,2790885,2,0.075930144
3765299,2790353,2,0.075930144
3271362,3714979,3,0.113895216
2790680,1967236,3,0.113895216
2797838,2790683,2,0.075930144
3471580,2790644,3,0.113895216
2790395,2790748,2,0.075930144
2783853,3714979,4,0.151860289
2792164,2790644,24,0.911161731
2911213,2792073,5,0.189825361
2790648,2790748,2,0.075930144
3551430,2790734,2,0.075930144
2787680,3714979,3,0.113895216
2783929,2790683,6,0.227790433
2982091,2755857,2,0.075930144
2787644,2754237,2,0.075930144
2790748,2788953,6,0.227790433
3341008,3089729,2,0.075930144
3676564,1967236,2,0.075930144
3641158,2785274,3,0.113895216
2784334,2787551,5,0.189825361
3650093,2791090,3,0.113895216
3113059,2790353,3,0.113895216
2790845,2788953,2,0.075930144
2796896,1967236,2,0.075930144
2931008,2778298,4,0.151860289
3068992,2783752,3,0.113895216
2783908,2787480,3,0.113895216
2769032,2778298,2,0.075930144
2751906,2785274,2,0.075930144
2790560,2792073,5,0.189825361
2783987,2787663,3,0.113895216
3531977,2790644,7,0.265755505
3591996,3551569,2,0.075930144
2769048,2755857,2,0.075930144
2792087,2790683,2,0.075930144
2790768,2778298,2,0.075930144
3149507,2792164,2,0.075930144
2787649,2790683,2,0.075930144
2797612,3714979,3,0.113895216
2787575,2778298,3,0.113895216
2746938,1967236,2,0.075930144
2788924,2790827,3,0.113895216
3534864,2792164,3,0.113895216
3718956,2792005,5,0.189825361
2778298,1967236,116,4.403948368
3265025,3714979,2,0.075930144
2785274,1967236,13,0.493545938
2878418,2783887,2,0.075930144
3714979,1967236,92,3.492786636
2765288,2767818,6,0.227790433
2809477,2788468,2,0.075930144
2815580,2802343,2,0.075930144
3517758,3406001,3,0.113895216
2789714,1097816,2,0.075930144
3514428,3450595,3,0.113895216
2791670,2788366,3,0.113895216
2812048,2811955,2,0.075930144
2796129,3406001,2,0.075930144
3095788,2807564,2,0.075930144
2788181,2791636,3,0.113895216
3684251,2789438,2,0.075930144
3788305,2789226,2,0.075930144
3787351,1097816,5,0.189825361
2791619,2788479,8,0.303720577
2794616,2802343,3,0.113895216
3100484,1097816,2,0.075930144
3579775,2788477,2,0.075930144
2789716,1097816,29,1.100987092
2809800,1097816,2,0.075930144
2788580,2791642,3,0.113895216
2789901,1097816,2,0.075930144
2789655,1097816,2,0.075930144
2794152,2802343,2,0.075930144
2791691,2791526,3,0.113895216
2813067,3787426,6,0.227790433
3754936,1097816,2,0.075930144
2808960,2788361,2,0.075930144
2791782,2798841,2,0.075930144
2767865,1097816,4,0.151860289
2811955,2791630,4,0.151860289
2788452,2798841,3,0.113895216
2789560,1097816,2,0.075930144
3787397,1097816,6,0.227790433
2791551,1097816,2,0.075930144
3450595,1097816,8,0.303720577
3459409,1097816,9,0.341685649
3394314,1097816,2,0.075930144
3807038,2767916,3,0.113895216
2791748,2789831,2,0.075930144
2820856,2809110,3,0.113895216
2789745,1097816,3,0.113895216
3214698,2807564,3,0.113895216
2788477,1097816,4,0.151860289
2789211,2794187,3,0.113895216
3826917,2789912,6,0.227790433
2789308,1097816,4,0.151860289
2787710,2789733,5,0.189825361
2789330,1097816,3,0.113895216
3787288,1097816,3,0.113895216
2792715,2804565,2,0.075930144
3764147,1097816,2,0.075930144
2789226,1097816,10,0.379650721
2797015,3218959,3,0.113895216
2789453,2789716,3,0.113895216
2787727,2789438,3,0.113895216
2791688,1097816,3,0.113895216
2789134,1097816,3,0.113895216
2794250,1097816,3,0.113895216
2788529,1097816,3,0.113895216
2791554,2789226,3,0.113895216
3191009,1097816,3,0.113895216
2789271,2807564,8,0.303720577
3787352,1097816,2,0.075930144
2800136,1097816,2,0.075930144
3070451,1097816,2,0.075930144
2789908,2798515,2,0.075930144
2807589,1097816,2,0.075930144
3573726,2807588,4,0.151860289
3013019,1097816,2,0.075930144
2789171,1097816,2,0.075930144
2788513,2789831,5,0.189825361
2795980,2809716,2,0.075930144
3688174,2767916,2,0.075930144
2808818,2809110,3,0.113895216
3242845,2794168,3,0.113895216
2791726,2788366,3,0.113895216
3601180,2789732,3,0.113895216
3459490,1097816,2,0.075930144
2789913,1097816,3,0.113895216
3425339,3406001,3,0.113895216
2796982,2789179,3,0.113895216
2765382,2798841,2,0.075930144
2789804,1097816,5,0.189825361
2789236,2791701,2,0.075930144
2820866,2817164,3,0.113895216
2772175,2809784,3,0.113895216
3646407,2789716,8,0.303720577
2794623,2927054,3,0.113895216
2795018,2804565,2,0.075930144
2789458,1097816,2,0.075930144
2765255,1097816,2,0.075930144
3218959,2798841,25,0.949126803
2807135,2788468,4,0.151860289
2940727,1097816,3,0.113895216
3432483,1097816,2,0.075930144
3563046,1097816,2,0.075930144
3311893,2796047,3,0.113895216
2815823,2830844,3,0.113895216
3755014,2791630,3,0.113895216
2820806,2807601,6,0.227790433
2789640,2798515,2,0.075930144
2791642,2789436,11,0.417615793
2809064,2807845,3,0.113895216
2807547,1097816,2,0.075930144
2767818,2789438,9,0.341685649
2791759,1097816,2,0.075930144
2791501,1097816,2,0.075930144
2789512,1097816,2,0.075930144
3408677,2789831,3,0.113895216
2789590,1097816,3,0.113895216
2788465,2789733,2,0.075930144
3756331,3406001,3,0.113895216
3380028,2809783,2,0.075930144
2806982,2862109,9,0.341685649
3078140,3406001,2,0.075930144
2807592,1097816,2,0.075930144
2815557,2796047,2,0.075930144
2791653,1097816,10,0.379650721
2788131,3406001,3,0.113895216
2788487,3218959,3,0.113895216
3427020,2788479,2,0.075930144
3427722,3406001,2,0.075930144
2808974,2806982,2,0.075930144
2809784,1097816,5,0.189825361
2767916,1097816,40,1.518602885
2917449,2794187,3,0.113895216
2791636,2789844,14,0.53151101
3393710,2791619,3,0.113895216
3645600,1097816,3,0.113895216
3839489,3577719,2,0.075930144
2789509,1097816,2,0.075930144
3514639,1097816,2,0.075930144
2820899,2862109,3,0.113895216
2791629,2767916,3,0.113895216
2925393,3459409,2,0.075930144
2789501,1097816,2,0.075930144
2789596,2767889,3,0.113895216
3029866,1097816,3,0.113895216
2927054,1097816,26,0.987091875
3805735,2765288,4,0.151860289
2789656,1097816,2,0.075930144
2794883,3218959,2,0.075930144
2791765,2789436,2,0.075930144
2809756,1097816,2,0.075930144
2791410,2791636,2,0.075930144
2789702,2787710,3,0.113895216
2809055,2809110,3,0.113895216
2815627,2862109,2,0.075930144
3574370,2791636,3,0.113895216
2788604,1097816,3,0.113895216
2789436,1097816,26,0.987091875
2789516,1097816,2,0.075930144
2788278,2807588,2,0.075930144
2765393,2798515,3,0.113895216
2791580,2807588,2,0.075930144
3288642,1097816,49,1.860288535
2791526,1097816,13,0.493545938
2798230,2813067,3,0.113895216
3510657,2789179,2,0.075930144
2789476,3304794,3,0.113895216
2789466,2767916,5,0.189825361
2791567,2802343,2,0.075930144
3229800,2791630,2,0.075930144
2791638,1097816,3,0.113895216
3787353,1097816,5,0.189825361
2791818,1097816,4,0.151860289
2789397,3133699,3,0.113895216
3776437,3681016,3,0.113895216
2798833,1097816,3,0.113895216
2788479,2789733,12,0.455580866
3797101,2788513,2,0.075930144
2789808,2927054,3,0.113895216
2807585,1097816,3,0.113895216
2789179,1097816,8,0.303720577
3591526,3288642,6,0.227790433
3787426,1097816,8,0.303720577
2794168,2791527,8,0.303720577
3582338,2807564,3,0.113895216
2789349,1097816,2,0.075930144
2789272,2798515,2,0.075930144
3583492,3826917,3,0.113895216
2789849,1097816,3,0.113895216
2789654,2789466,3,0.113895216
2791675,1097816,3,0.113895216
2794610,2791653,2,0.075930144
2788218,2802343,3,0.113895216
2807588,2791630,12,0.455580866
2789446,2802343,3,0.113895216
2794649,2791642,2,0.075930144
2815567,2862109,6,0.227790433
2789423,2789716,3,0.113895216
2794279,1097816,3,0.113895216
2809284,2807845,3,0.113895216
2789200,2807588,2,0.075930144
3755000,3787397,3,0.113895216
3321582,2791526,3,0.113895216
2788404,2791653,3,0.113895216
2930476,3133699,2,0.075930144
2767889,2789436,5,0.189825361
2789652,1097816,3,0.113895216
2789569,1097816,3,0.113895216
2789562,3450595,3,0.113895216
2809534,2893654,2,0.075930144
3447180,2767916,3,0.113895216
2807564,1097816,27,1.025056948
3402917,2791653,3,0.113895216
2791701,2767916,10,0.379650721
3621510,2791630,2,0.075930144
2789546,2767916,3,0.113895216
3572430,2807564,3,0.113895216
2792469,3218959,2,0.075930144
3406001,1097816,23,0.873196659
2794186,2789291,3,0.113895216
3628647,2884069,3,0.113895216
2788230,2791630,2,0.075930144
2789194,2802343,3,0.113895216
3421413,2789716,3,0.113895216
3436248,1097816,2,0.075930144
2765341,1097816,2,0.075930144
2819585,2862109,3,0.113895216
2884069,2789291,5,0.189825361
2788292,2767916,3,0.113895216
2796477,2794283,3,0.113895216
3509821,2767916,2,0.075930144
2789438,1097816,24,0.911161731
2791678,2927054,2,0.075930144
3593397,2807841,2,0.075930144
2789852,2789438,3,0.113895216
2765342,2789271,3,0.113895216
2791784,3577719,2,0.075930144
3568386,2789308,2,0.075930144
2788460,2789733,3,0.113895216
2798235,3288642,3,0.113895216
3140654,1097816,3,0.113895216
3395128,1097816,2,0.075930144
2795924,2798515,2,0.075930144
3223125,3288642,3,0.113895216
3837355,1097816,2,0.075930144
3593421,3288642,2,0.075930144
2806141,1097816,2,0.075930144
2791502,2789716,10,0.379650721
2796047,2809716,8,0.303720577
3451280,3737902,3,0.113895216
2791506,1097816,3,0.113895216
2819565,2807845,3,0.113895216
3467071,1097816,2,0.075930144
2819588,2862109,2,0.075930144
3826830,3787353,2,0.075930144
3630043,3365502,2,0.075930144
2788266,2767865,2,0.075930144
2791527,2798841,10,0.379650721
3768141,3461072,5,0.189825361
3699961,3646407,2,0.075930144
2818091,2806982,2,0.075930144
2789375,1097816,3,0.113895216
2788172,1097816,2,0.075930144
2927449,1097816,2,0.075930144
3577719,1097816,9,0.341685649
2791753,2789438,2,0.075930144
2765272,2927054,3,0.113895216
3642815,1097816,2,0.075930144
3304794,1097816,6,0.227790433
2788406,2791636,2,0.075930144
2789448,1097816,2,0.075930144
2788458,2927054,2,0.075930144
2789733,1097816,71,2.695520121
2789413,2791630,3,0.113895216
2791669,2802343,2,0.075930144
3787347,1097816,2,0.075930144
2784037,1097816,2,0.075930144
3593431,3288642,7,0.265755505
2791736,1097816,3,0.113895216
3064932,2798515,2,0.075930144
3315239,2791619,3,0.113895216
2767817,2789844,3,0.113895216
3387766,2789443,3,0.113895216
2789891,1097816,2,0.075930144
2791776,1097816,3,0.113895216
2789844,1097816,20,0.759301443
2788170,2789438,3,0.113895216
3366083,1097816,3,0.113895216
2789291,1097816,11,0.417615793
3289535,3288642,7,0.265755505
2789452,1097816,3,0.113895216
2789912,1097816,8,0.303720577
2789350,2791818,2,0.075930144
3670074,2791642,3,0.113895216
3449409,2789436,3,0.113895216
2791626,2791526,4,0.151860289
2791772,2802343,5,0.189825361
2789627,1097816,3,0.113895216
2796099,3288642,3,0.113895216
2813749,2791630,3,0.113895216
2789732,1097816,6,0.227790433
2791618,1097816,3,0.113895216
2788667,1097816,3,0.113895216
3365502,2791502,5,0.189825361
2791598,1097816,3,0.113895216
2809783,2791630,5,0.189825361
2791718,2791626,2,0.075930144
2819629,2815567,3,0.113895216
2863700,2899099,2,0.075930144
2791630,1097816,47,1.78435839
2789561,1097816,3,0.113895216
3625855,2862109,2,0.075930144
2789380,1097816,2,0.075930144
3461072,3570049,7,0.265755505
2815604,3732161,3,0.113895216
2794187,3218959,12,0.455580866
2788361,2802343,4,0.151860289
2798841,2789733,46,1.746393318
2815727,2802343,3,0.113895216
2791530,1097816,2,0.075930144
2765414,1097816,3,0.113895216
2789536,2788366,2,0.075930144
2789895,1097816,2,0.075930144
3304071,2789831,3,0.113895216
2789831,1097816,15,0.569476082
3599815,2791636,2,0.075930144
2810995,2794168,3,0.113895216
2809110,2914668,14,0.53151101
2788264,2791701,3,0.113895216
2794283,3288642,7,0.265755505
2929341,1097816,2,0.075930144
2789474,3805735,2,0.075930144
2789548,2791502,2,0.075930144
2788366,1097816,13,0.493545938
2929125,2798841,2,0.075930144
3137829,1097816,7,0.265755505
2788443,3406001,3,0.113895216
3591704,2789271,2,0.075930144
3417431,2807564,3,0.113895216
2788214,2789226,2,0.075930144
3206779,2807135,2,0.075930144
3252763,3681016,3,0.113895216
2809771,1097816,3,0.113895216
2819632,2862109,3,0.113895216
2789443,1097816,5,0.189825361
2792448,2791630,3,0.113895216
2789239,1097816,2,0.075930144
2788618,1097816,3,0.113895216
2788354,2788366,3,0.113895216
2788468,2802343,9,0.341685649
2820803,2862109,3,0.113895216
2788599,2927054,2,0.075930144
3399565,3681016,2,0.075930144
2821514,3732161,2,0.075930144
2809796,2794283,2,0.075930144
3737902,3459409,5,0.189825361
2789264,1097816,2,0.075930144
2791671,1097816,3,0.113895216
2789250,2791701,3,0.113895216
2767836,2767916,2,0.075930144
2789215,1097816,3,0.113895216
2809716,2804565,24,0.911161731
3187596,2791630,2,0.075930144
2789545,1097816,3,0.113895216
3282329,1097816,3,0.113895216
2817164,2802343,5,0.189825361
2789464,1097816,3,0.113895216
2789832,1097816,2,0.075930144
3681016,1097816,11,0.417615793
2789632,1097816,43,1.632498102
2767898,2767916,2,0.075930144
2789735,1097816,2,0.075930144
2765313,3137829,5,0.189825361
3105733,2927054,3,0.113895216
2929931,2861728,5,0.189825361
2832491,2889079,3,0.113895216
2829024,2929931,2,0.075930144
2809718,2809716,3,0.113895216
2831707,2861728,2,0.075930144
3611480,1097816,3,0.113895216
2832295,2861107,2,0.075930144
2827053,2889079,3,0.113895216
3773998,2802343,3,0.113895216
3610860,3593431,2,0.075930144
2809714,2802343,6,0.227790433
3610874,2807841,2,0.075930144
3105731,1097816,3,0.113895216
3611397,3289535,2,0.075930144
2830844,2889079,10,0.379650721
2825097,2889079,2,0.075930144
2828839,2807601,2,0.075930144
3102755,2809716,3,0.113895216
2827864,2804573,5,0.189825361
3611463,1097816,3,0.113895216
2807601,2802343,12,0.455580866
2828940,1097816,2,0.075930144
3610857,3591526,3,0.113895216
3701982,2804573,2,0.075930144
2848404,2794187,3,0.113895216
2984445,3787351,2,0.075930144
3611370,3289535,3,0.113895216
3173791,2802343,2,0.075930144
2862109,2789632,41,1.556567957
2813566,2798515,3,0.113895216
2833428,2862109,3,0.113895216
3610885,3593431,3,0.113895216
2812939,3288642,3,0.113895216
2809728,2802343,2,0.075930144
3290650,2807601,2,0.075930144
2827006,2809716,3,0.113895216
2829031,2804565,2,0.075930144
2861728,2889079,25,0.949126803
2829054,2861728,3,0.113895216
2832470,2861728,3,0.113895216
2828858,2827864,2,0.075930144
2834887,2892711,2,0.075930144
2807504,2809716,3,0.113895216
3073882,1097816,3,0.113895216
2810717,2789804,3,0.113895216
3570049,1097816,9,0.341685649
2804565,1097816,139,5.277145027
2888112,2765313,2,0.075930144
2893654,2802343,4,0.151860289
2893409,2807564,2,0.075930144
2934489,2804575,3,0.113895216
2884451,2798515,2,0.075930144
2807845,2802343,14,0.53151101
2892711,2861728,7,0.265755505
2812950,2813563,2,0.075930144
2778294,3573726,2,0.075930144
3212851,2861107,3,0.113895216
3068062,2806982,3,0.113895216
3151422,2861191,3,0.113895216
2808572,2802343,2,0.075930144
2772241,3126838,2,0.075930144
2815857,2804573,3,0.113895216
2992445,2804565,5,0.189825361
2892705,2861728,2,0.075930144
2888115,2807845,2,0.075930144
3151677,1097816,10,0.379650721
2892736,2892711,2,0.075930144
2861107,2889079,10,0.379650721
2861191,2804565,6,0.227790433
2798515,1097816,44,1.670463174
2821035,2809110,2,0.075930144
2803427,1097816,2,0.075930144
2874831,1097816,2,0.075930144
3739539,2809714,3,0.113895216
2808378,3577719,2,0.075930144
2965583,2889079,4,0.151860289
3158174,2804565,2,0.075930144
2940345,2861107,2,0.075930144
2815460,2798515,3,0.113895216
2813563,3151677,5,0.189825361
2808383,3151677,2,0.075930144
3133699,1097816,7,0.265755505
2831670,2862109,2,0.075930144
2810713,2802343,2,0.075930144
2937819,2820806,3,0.113895216
2808570,2802343,3,0.113895216
3246332,2791630,3,0.113895216
2807841,3288642,6,0.227790433
3126838,1097816,5,0.189825361
2801881,2789436,3,0.113895216
2778276,2927054,6,0.227790433
2889840,2802343,3,0.113895216
2899099,2830844,5,0.189825361
2936964,2889079,2,0.075930144
2861119,2992445,3,0.113895216
2889079,2804565,62,2.353834472
2812945,2804573,2,0.075930144
2782887,3646407,3,0.113895216
2808553,2802343,2,0.075930144
2920038,2804575,3,0.113895216
2808380,2802343,2,0.075930144
3068623,3768141,3,0.113895216
2802343,1097816,113,4.290053151
2809673,2798515,3,0.113895216
3732161,2802343,9,0.341685649
3393565,2804565,3,0.113895216
2861113,2804565,2,0.075930144
2914668,2798515,17,0.645406226
2849005,2804565,3,0.113895216
2804575,2804565,9,0.341685649
2804573,2804565,14,0.53151101
3694794,2965583,2,0.075930144
2801883,1097816,2,0.075930144
2891552,2778276,3,0.113895216
2808578,3732161,2,0.075930144
2818037,2791772,2,0.075930144
3351813,2803701,3,0.113895216
2804121,2834822,4,0.151860289
2801698,2854258,3,0.113895216
2803598,2799429,3,0.113895216
2801501,2836389,2,0.075930144
2792746,3477973,3,0.113895216
2803947,2804997,3,0.113895216
2803545,2836091,6,0.227790433
2812410,2794565,2,0.075930144
2803753,2798934,2,0.075930144
2799097,2858602,2,0.075930144
3623107,2812711,2,0.075930144
2804953,2858602,2,0.075930144
2804047,2858602,4,0.151860289
2799306,3609778,3,0.113895216
3197687,2794565,2,0.075930144
2798934,3609778,11,0.417615793
2801598,2834822,13,0.493545938
2800901,2834760,2,0.075930144
2798994,3609778,2,0.075930144
2812643,2812361,3,0.113895216
2801138,2858602,2,0.075930144
2807729,2846930,2,0.075930144
2812551,2812361,5,0.189825361
2798970,2799025,3,0.113895216
2814815,2829397,2,0.075930144
3388698,3609778,2,0.075930144
2799335,3609778,5,0.189825361
2803512,3609778,8,0.303720577
2806359,3477973,3,0.113895216
3708210,2801524,3,0.113895216
2801654,3609778,3,0.113895216
2814642,2812711,2,0.075930144
2834933,2803545,2,0.075930144
3159482,2812711,2,0.075930144
2814675,2812361,3,0.113895216
2801245,2854258,3,0.113895216
2798953,2858602,3,0.113895216
3462086,2803512,3,0.113895216
3477973,2834761,11,0.417615793
2812711,3609778,25,0.949126803
2799120,3609778,3,0.113895216
2814920,2812361,2,0.075930144
2801002,3355086,3,0.113895216
2804204,2909026,2,0.075930144
2798929,2798934,3,0.113895216
2801279,2858602,2,0.075930144
2783397,2834761,2,0.075930144
2804068,2858602,2,0.075930144
2803701,3650914,58,2.201974184
3508480,2803701,3,0.113895216
2805109,2803859,2,0.075930144
2803828,2858602,8,0.303720577
3355086,3609778,30,1.138952164
2803562,3355086,2,0.075930144
2836534,3609778,2,0.075930144
2801646,2834809,2,0.075930144
2801133,2803581,3,0.113895216
2803581,2794565,15,0.569476082
3766078,2834809,2,0.075930144
2803685,2799429,5,0.189825361
3534672,2804121,2,0.075930144
2805040,2803701,9,0.341685649
2799445,2804047,2,0.075930144
2812361,3609778,43,1.632498102
2803721,3477973,2,0.075930144
3159155,2858602,2,0.075930144
2800499,2805040,3,0.113895216
2801524,2858602,5,0.189825361
3298042,2803701,4,0.151860289
3490413,2794565,7,0.265755505
2801326,2801341,3,0.113895216
2798885,3490413,3,0.113895216
2803396,2813512,2,0.075930144
2801609,2805009,2,0.075930144
2798866,3609778,6,0.227790433
2805283,2854258,2,0.075930144
2805284,2804997,2,0.075930144
2812605,2870050,3,0.113895216
2804999,3341828,2,0.075930144
2802440,3812277,3,0.113895216
2801271,2834809,2,0.075930144
3723718,2854258,2,0.075930144
3190649,2803685,2,0.075930144
2796774,3787457,2,0.075930144
2805037,2803701,3,0.113895216
2801174,2834760,2,0.075930144
2799134,3609778,3,0.113895216
2804104,2799025,3,0.113895216
3805876,3609778,5,0.189825361
2803501,3490413,2,0.075930144
2799372,2858602,3,0.113895216
2803945,2858602,3,0.113895216
2805024,2799025,2,0.075930144
2803762,2803545,2,0.075930144
2803814,2858602,3,0.113895216
2803700,2858602,6,0.227790433
2799251,3703950,2,0.075930144
2799329,2858602,2,0.075930144
2799212,2799025,3,0.113895216
2801263,2804997,3,0.113895216
2799425,2803701,3,0.113895216
2803893,2801598,8,0.303720577
2806357,2803581,5,0.189825361
2909026,3609778,5,0.189825361
2814914,2812361,3,0.113895216
2803859,2803701,7,0.265755505
3252748,3609778,3,0.113895216
2800489,3609778,6,0.227790433
2800975,2799025,3,0.113895216
3693975,3766633,2,0.075930144
3084843,2812361,2,0.075930144
2803936,2803859,2,0.075930144
2805128,2801711,2,0.075930144
2799172,3355086,5,0.189825361
2803662,2804997,2,0.075930144
2794565,3609778,38,1.442672741
2814874,3355086,2,0.075930144
2812358,2812465,3,0.113895216
2854258,2799025,24,0.911161731
2804856,2805009,2,0.075930144
2812553,2812361,3,0.113895216
2799233,2805304,3,0.113895216
2799249,2799025,3,0.113895216
2805300,2836389,3,0.113895216
2854502,2798866,2,0.075930144
3486974,2812711,3,0.113895216
2803987,2799429,3,0.113895216
2836701,3609778,5,0.189825361
2801525,2834809,2,0.075930144
2801433,2836701,2,0.075930144
2799254,2801598,2,0.075930144
2870050,3609778,6,0.227790433
2803577,3609778,3,0.113895216
2814729,3609778,8,0.303720577
2801427,2854258,3,0.113895216
2805304,3609778,5,0.189825361
2814997,2803893,2,0.075930144
2804173,3355086,2,0.075930144
2870094,2854258,3,0.113895216
2801276,2858602,2,0.075930144
2796716,3787457,3,0.113895216
3554512,2812711,2,0.075930144
2814689,2812361,2,0.075930144
2801100,2805040,3,0.113895216
2805009,2858602,7,0.265755505
3812277,2799025,15,0.569476082
2799025,3609778,68,2.581624905
2799429,2803701,15,0.569476082
2794543,2794565,3,0.113895216
3766633,2794565,5,0.189825361
2801593,2803828,2,0.075930144
3701143,2812361,3,0.113895216
2803879,2858602,2,0.075930144
2801521,2858602,2,0.075930144
2799430,2799429,2,0.075930144
2799383,2858602,3,0.113895216
2798898,2799172,3,0.113895216
2812586,2812361,2,0.075930144
2812722,3355086,3,0.113895216
3556989,2846930,2,0.075930144
3134933,2812361,2,0.075930144
2801178,2803512,2,0.075930144
2803474,3355086,2,0.075930144
3708208,2811363,2,0.075930144
2799151,3609778,2,0.075930144
2814894,2812711,3,0.113895216
2801447,2858602,3,0.113895216
2812465,2814729,5,0.189825361
2801605,2858602,2,0.075930144
2794460,2812711,2,0.075930144
2812307,2806357,2,0.075930144
2801717,2834760,2,0.075930144
2804926,2803700,3,0.113895216
2805194,3298042,2,0.075930144
3746806,2858602,3,0.113895216
2801423,3355086,3,0.113895216
2801431,2799335,2,0.075930144
2804067,2812711,2,0.075930144
2801341,2858602,5,0.189825361
2813512,2803701,5,0.189825361
2799004,2803828,3,0.113895216
2803853,2858602,2,0.075930144
2814727,2812711,2,0.075930144
2812351,2812361,3,0.113895216
2797717,2812361,3,0.113895216
2801711,2803701,4,0.151860289
2812581,3787457,2,0.075930144
2804997,3609778,12,0.455580866
2801434,3609778,2,0.075930144
2805048,2794565,2,0.075930144
2801306,3355086,2,0.075930144
3703950,3609778,4,0.151860289
2829397,2803581,5,0.189825361
2836389,2799025,8,0.303720577
2834763,2799025,2,0.075930144
3276732,3609778,3,0.113895216
2836067,3609778,3,0.113895216
2858596,2798866,2,0.075930144
2834760,3476998,8,0.303720577
2846930,2854258,6,0.227790433
2834770,2858602,3,0.113895216
2854627,2812551,2,0.075930144
3787457,3812277,9,0.341685649
2834757,2798934,3,0.113895216
2858579,2858602,3,0.113895216
3774836,3609778,2,0.075930144
2976233,2800489,3,0.113895216
3650914,3609778,60,2.277904328
2858590,2858601,2,0.075930144
2811363,2812361,6,0.227790433
3050185,3609778,3,0.113895216
3352042,2834792,3,0.113895216
2834761,3609778,15,0.569476082
2858602,3609778,92,3.492786636
2858592,2812711,3,0.113895216
2858595,2858602,3,0.113895216
2854608,3609778,2,0.075930144
2836240,2811363,2,0.075930144
3730911,3355086,3,0.113895216
2834792,3609778,6,0.227790433
3154598,3609778,3,0.113895216
2836091,3609778,9,0.341685649
2836092,3805876,2,0.075930144
2834809,3609778,10,0.379650721
3341828,3609778,5,0.189825361
3476998,3609778,10,0.379650721
2834822,3609778,19,0.721336371
3076648,3609778,3,0.113895216
2858601,3609778,5,0.189825361
2829554,2803893,3,0.113895216
2791503,2790804,5,0.189825361
2784482,3352839,2,0.075930144
2792473,3374227,4,0.151860289
2792803,2833143,3,0.113895216
2786591,2783650,4,0.151860289
2813392,2780737,8,0.303720577
2812576,2811307,2,0.075930144
2792104,2846599,2,0.075930144
2814822,2792830,3,0.113895216
2796514,2833143,3,0.113895216
3079957,2984488,3,0.113895216
2796796,2846599,3,0.113895216
2923372,2801908,17,0.645406226
2796044,2833143,3,0.113895216
2925419,2792144,3,0.113895216
2796476,2794950,4,0.151860289
2792716,2833143,3,0.113895216
2796690,2796864,2,0.075930144
2784298,2785515,2,0.075930144
2796555,2846599,2,0.075930144
2792830,2796134,6,0.227790433
2794950,2792441,14,0.53151101
2814601,2812613,2,0.075930144
2792759,2801914,3,0.113895216
2796057,2833143,2,0.075930144
2812459,2833143,2,0.075930144
2785590,2846599,5,0.189825361
2796756,3504018,6,0.227790433
2796696,2801914,2,0.075930144
2785023,2846599,2,0.075930144
2795137,3098168,6,0.227790433
2792243,2792144,6,0.227790433
2804458,2801914,19,0.721336371
2796308,2833143,2,0.075930144
2789672,2790951,2,0.075930144
2786134,3374227,2,0.075930144
2792674,2833143,5,0.189825361
2796583,2829354,3,0.113895216
2923366,2796134,2,0.075930144
2793198,2796515,3,0.113895216
2796552,3576911,7,0.265755505
3159139,2846599,2,0.075930144
2786206,2846599,2,0.075930144
3254716,3545738,2,0.075930144
2787607,2846599,30,1.138952164
2812573,2795231,3,0.113895216
2792119,2986347,2,0.075930144
3438927,3121307,2,0.075930144
2787596,3391577,11,0.417615793
2783916,2846599,13,0.493545938
2814979,2811307,24,0.911161731
2795943,2794928,2,0.075930144
2792810,2821992,2,0.075930144
3709107,2793292,2,0.075930144
2790000,2796515,4,0.151860289
2786094,2785515,2,0.075930144
2812441,2812613,2,0.075930144
2818030,2790758,3,0.113895216
2792359,2778209,3,0.113895216
2786993,2787821,2,0.075930144
2925891,2786968,7,0.265755505
2793093,2833143,3,0.113895216
2784500,2787201,2,0.075930144
2786676,2786591,2,0.075930144
2793150,2796032,2,0.075930144
2790501,2790413,5,0.189825361
2792455,2923372,2,0.075930144
3794345,2795143,2,0.075930144
2787534,2792960,6,0.227790433
2792663,2795137,3,0.113895216
2792591,2833143,2,0.075930144
2787522,2846599,3,0.113895216
2796017,2813392,2,0.075930144
3415312,2787576,2,0.075930144
3162659,2846599,2,0.075930144
2792737,2829354,3,0.113895216
2792566,3374227,3,0.113895216
2792144,2792960,36,1.366742597
2790377,3121307,3,0.113895216
2812646,2814979,3,0.113895216
2793155,3451081,3,0.113895216
2794928,2796134,13,0.493545938
2792413,2801914,6,0.227790433
3414814,3098168,3,0.113895216
3542126,2780715,3,0.113895216
2795908,2794928,3,0.113895216
2755391,2783650,6,0.227790433
3260240,3374227,4,0.151860289
3076760,3374227,2,0.075930144
3150197,2801908,3,0.113895216
2792382,2796552,2,0.075930144
2786283,2784551,2,0.075930144
2784551,3374227,8,0.303720577
2796803,2813392,3,0.113895216
2796083,3374227,3,0.113895216
