From,To ,Capacity,CU (%)
2807387,2809593,2,0.075930144
2819582,1488217,3,0.113895216
2831281,2831246,2,0.075930144
2831258,2831568,3,0.113895216
2823986,2834002,5,0.189825361
2831133,2831029,3,0.113895216
2831160,2828309,2,0.075930144
2896172,2833446,2,0.075930144
2831144,2828309,12,0.455580866
2808689,2808805,3,0.113895216
2808754,2815575,4,0.151860289
2831134,2831029,2,0.075930144
2806985,2809341,3,0.113895216
2831141,2831568,2,0.075930144
2807372,2817074,63,2.391799544
2809059,2820865,3,0.113895216
3489037,2831568,3,0.113895216
2809046,2807372,3,0.113895216
2820871,2817198,3,0.113895216
2834007,2831387,3,0.113895216
2833441,2820873,3,0.113895216
2824642,2834002,3,0.113895216
2830933,3010822,5,0.189825361
3069635,1488217,23,0.873196659
2813321,3122806,2,0.075930144
2815575,2815605,33,1.25284738
2824031,2824725,3,0.113895216
2809150,2807372,2,0.075930144
2806753,2808660,5,0.189825361
3010822,2823999,27,1.025056948
2815629,2824641,21,0.797266515
2830939,3317652,3,0.113895216
3062075,1488217,8,0.303720577
3049622,1488217,3,0.113895216
3742749,2823988,3,0.113895216
3308876,2833925,3,0.113895216
2834097,2823972,2,0.075930144
2809025,2808660,2,0.075930144
2825641,1488217,2,0.075930144
3407673,2825661,2,0.075930144
2813314,2833446,3,0.113895216
3372381,3687120,3,0.113895216
2823999,2828309,34,1.290812453
2831296,2831327,2,0.075930144
3279239,2823986,2,0.075930144
2815608,2824641,7,0.265755505
2831137,2831342,2,0.075930144
2809341,2806984,5,0.189825361
2831347,2831387,12,0.455580866
2809229,2807002,3,0.113895216
2817073,2819957,7,0.265755505
2831440,2863594,5,0.189825361
3424661,2831144,2,0.075930144
2831430,2819957,23,0.873196659
2817339,1488217,2,0.075930144
3151461,2831495,2,0.075930144
2809398,2817073,3,0.113895216
2831497,3315771,2,0.075930144
2834050,2831307,3,0.113895216
2831019,3315771,3,0.113895216
2818455,2830933,2,0.075930144
2834027,2828309,2,0.075930144
2815566,1488217,3,0.113895216
2831499,2831215,3,0.113895216
2809621,2895379,2,0.075930144
3809101,2831587,3,0.113895216
2809456,2794679,2,0.075930144
2806603,2807322,2,0.075930144
2807055,2862108,2,0.075930144
2819622,2807095,3,0.113895216
2834029,3010822,3,0.113895216
2831004,2831388,3,0.113895216
2807058,2808776,2,0.075930144
3773986,1488217,21,0.797266515
2811203,2806984,2,0.075930144
2824704,2824725,2,0.075930144
2815671,2824725,3,0.113895216
2815298,2819957,3,0.113895216
2831168,2828648,3,0.113895216
2819583,2818090,3,0.113895216
2807095,2809113,10,0.379650721
2831222,2831029,7,0.265755505
2835718,2838999,3,0.113895216
3172033,2794679,3,0.113895216
2819561,2817186,3,0.113895216
2820840,2819957,2,0.075930144
2834045,2824641,2,0.075930144
2831551,2824641,9,0.341685649
2825661,1488217,16,0.607441154
3083607,2808805,16,0.607441154
2808955,2807372,2,0.075930144
2831479,2863594,3,0.113895216
2831278,2815679,2,0.075930144
2806808,2807372,3,0.113895216
3109045,2834088,10,0.379650721
2833446,2820858,30,1.138952164
3383653,3218219,3,0.113895216
2831585,2834088,2,0.075930144
2806766,2806984,2,0.075930144
3783161,2815629,7,0.265755505
2815625,2817349,3,0.113895216
2824016,2824725,3,0.113895216
2831596,2831568,3,0.113895216
2831124,2831179,2,0.075930144
3308627,2809113,2,0.075930144
2817838,2824641,2,0.075930144
2815655,2809113,2,0.075930144
3062577,2831183,2,0.075930144
2831283,2825619,2,0.075930144
2807391,2807372,2,0.075930144
2825614,2824717,3,0.113895216
2831029,2823972,29,1.100987092
2817349,2820858,13,0.493545938
2806798,2806984,14,0.53151101
2833930,2831387,2,0.075930144
2885161,2817116,4,0.151860289
2795869,2815575,3,0.113895216
3315771,2831215,10,0.379650721
2834002,1488217,20,0.759301443
2809593,2795842,10,0.379650721
2827894,2820858,2,0.075930144
2830924,2834088,2,0.075930144
2831221,2825602,3,0.113895216
2815620,2817210,3,0.113895216
2825630,2828309,3,0.113895216
2807211,2807372,4,0.151860289
2831471,3010822,2,0.075930144
2806954,2820865,2,0.075930144
3254685,2820858,2,0.075930144
2831461,2825661,3,0.113895216
3189269,2806798,2,0.075930144
2820869,2820865,2,0.075930144
2831547,2831568,5,0.189825361
2827876,2833446,2,0.075930144
2831089,2831342,3,0.113895216
3122806,2806984,5,0.189825361
2815721,1488217,2,0.075930144
2815623,1488217,110,4.176157935
2830947,2831246,2,0.075930144
2815657,2818090,3,0.113895216
2831496,2831387,3,0.113895216
2831158,2817074,3,0.113895216
2831189,2828648,3,0.113895216
2819617,2952578,3,0.113895216
2825602,1488217,6,0.227790433
2883919,2811207,3,0.113895216
2807002,2815679,19,0.721336371
2827892,2817336,3,0.113895216
2831312,2831430,2,0.075930144
2834044,2825661,3,0.113895216
2831246,2828303,11,0.417615793
2831483,2831587,3,0.113895216
2825619,1488217,18,0.683371298
2809272,2806984,2,0.075930144
2794679,3069635,7,0.265755505
3354343,2815623,3,0.113895216
3425075,2815608,2,0.075930144
2817085,1488217,7,0.265755505
2828836,3642753,3,0.113895216
2806854,3322814,2,0.075930144
2834019,2831222,3,0.113895216
2835781,2831347,3,0.113895216
2819624,2809152,3,0.113895216
2809427,2807372,3,0.113895216
2820875,2809224,2,0.075930144
2815574,2820865,3,0.113895216
2830943,2828309,2,0.075930144
2831402,2828309,2,0.075930144
2831264,3315771,2,0.075930144
2809620,2807372,2,0.075930144
2839457,2831414,5,0.189825361
2831602,2831387,2,0.075930144
2831515,2831587,3,0.113895216
2815622,1488217,3,0.113895216
3687120,2824641,6,0.227790433
2831476,3010822,2,0.075930144
2831269,2831430,14,0.53151101
2831510,2831015,2,0.075930144
2831372,2831246,2,0.075930144
2815633,3062075,2,0.075930144
2809137,2833446,3,0.113895216
2809368,2795842,9,0.341685649
2835695,2831347,3,0.113895216
2840000,2838999,11,0.417615793
2831130,2831551,2,0.075930144
2831580,3109045,2,0.075930144
2819957,1488217,198,7.517084282
2831054,2831543,3,0.113895216
2807070,2806620,2,0.075930144
3317652,2834088,17,0.645406226
3425076,2815608,3,0.113895216
2834056,2831529,3,0.113895216
2831302,2831568,2,0.075930144
2835359,2831528,2,0.075930144
2831214,1488217,2,0.075930144
2885119,3083607,6,0.227790433
2809138,2833446,3,0.113895216
2835829,2831387,5,0.189825361
2831357,2831444,2,0.075930144
2831574,2831547,2,0.075930144
2831381,3317652,2,0.075930144
2831472,2831222,2,0.075930144
2817343,2828830,2,0.075930144
2831365,2831144,2,0.075930144
3633607,2838999,4,0.151860289
2830950,2831568,2,0.075930144
2836028,3218219,3,0.113895216
2831537,2834088,3,0.113895216
2815605,1488217,190,7.213363705
2808776,2807002,7,0.265755505
2831212,2825619,2,0.075930144
2831092,2831495,6,0.227790433
2828835,2820858,2,0.075930144
2831066,2825661,2,0.075930144
2819554,2819957,2,0.075930144
2828244,2825647,5,0.189825361
2825601,2828309,3,0.113895216
2834092,2831144,3,0.113895216
2831094,1488217,3,0.113895216
3505537,2831059,3,0.113895216
2817185,2833410,2,0.075930144
2831495,2819957,10,0.379650721
2831325,2831430,2,0.075930144
2815634,3062075,3,0.113895216
2831462,2825619,3,0.113895216
2817116,2817179,7,0.265755505
2817178,2815605,3,0.113895216
2815696,1488217,3,0.113895216
2806955,2817243,3,0.113895216
2827871,2819957,2,0.075930144
2834052,2831568,2,0.075930144
2820858,2815605,63,2.391799544
2815595,2819957,2,0.075930144
2831568,1488217,38,1.442672741
3425405,2833444,2,0.075930144
2806960,2833446,2,0.075930144
2795840,3390440,3,0.113895216
2808805,2808660,21,0.797266515
2817123,2817074,2,0.075930144
2819605,2815623,2,0.075930144
2831307,2824641,5,0.189825361
2795818,2820865,3,0.113895216
2831893,3642753,3,0.113895216
2807217,2806798,3,0.113895216
3817291,3783161,2,0.075930144
2809562,2807372,3,0.113895216
2831316,2831347,3,0.113895216
2831120,2831029,3,0.113895216
2806873,2795842,3,0.113895216
2819587,2815605,2,0.075930144
2839964,2838999,6,0.227790433
2817058,1488217,2,0.075930144
3442783,2837463,3,0.113895216
2831364,2820873,3,0.113895216
2834038,2828309,2,0.075930144
2835880,2921058,3,0.113895216
2831140,2824641,6,0.227790433
2835788,2831269,3,0.113895216
2831257,2831029,3,0.113895216
2862108,2806984,4,0.151860289
2831322,2831388,8,0.303720577
2815300,1488217,3,0.113895216
2831146,2824641,3,0.113895216
2820833,3642753,2,0.075930144
2831543,3317652,5,0.189825361
2815705,2815629,2,0.075930144
2831564,3218219,2,0.075930144
3501816,2831059,3,0.113895216
2834048,2823999,2,0.075930144
2814443,3317652,2,0.075930144
2815646,2817336,2,0.075930144
2809548,2807095,2,0.075930144
2807033,2806884,3,0.113895216
2815679,2815623,22,0.835231587
2833410,2817336,5,0.189825361
2831383,3317652,2,0.075930144
2828830,2824725,5,0.189825361
2807098,2807372,2,0.075930144
2807239,2808776,2,0.075930144
2829318,1488217,6,0.227790433
2834088,2819957,39,1.480637813
2815706,2806984,5,0.189825361
3109698,2820873,3,0.113895216
2831352,2828309,11,0.417615793
2831115,2831131,3,0.113895216
2820910,2815575,3,0.113895216
2818090,2834002,9,0.341685649
2823972,2824641,33,1.25284738
2806992,2807372,3,0.113895216
2815659,2819957,2,0.075930144
2809416,2817336,2,0.075930144
2815554,2833925,3,0.113895216
2831399,2831029,3,0.113895216
2834064,2823999,3,0.113895216
3058009,2831352,3,0.113895216
2809152,2833446,6,0.227790433
2823988,2831215,7,0.265755505
2831578,2831568,3,0.113895216
2831367,2833925,3,0.113895216
3257727,2815605,3,0.113895216
3641962,2820858,3,0.113895216
2828246,2828309,5,0.189825361
2823977,2828246,2,0.075930144
2809169,2807100,2,0.075930144
2823993,2824641,3,0.113895216
2794054,2815623,10,0.379650721
2831514,2831092,3,0.113895216
3058384,2831310,2,0.075930144
2806884,2820865,6,0.227790433
2807182,2807002,3,0.113895216
2831006,2831587,3,0.113895216
2815678,1488217,5,0.189825361
2815640,2824725,2,0.075930144
2817079,1488217,3,0.113895216
2807309,3322814,3,0.113895216
2827870,2820865,2,0.075930144
2831356,2831388,3,0.113895216
2820865,2815605,61,2.3158694
2835688,2831551,2,0.075930144
2831528,2833925,4,0.151860289
2819607,3390440,2,0.075930144
2809698,2817073,2,0.075930144
3404281,2885119,4,0.151860289
2831342,2833925,25,0.949126803
2831332,2831246,2,0.075930144
3175607,2809368,3,0.113895216
2831247,2831568,2,0.075930144
2808863,2819957,3,0.113895216
2834095,2828303,3,0.113895216
2831548,2831388,2,0.075930144
2916241,2831144,2,0.075930144
2807100,3069635,12,0.455580866
3322814,2820865,7,0.265755505
2833924,2819957,2,0.075930144
3481667,2809593,3,0.113895216
2817074,2815623,71,2.695520121
3642753,2815575,15,0.569476082
2818093,2815678,2,0.075930144
2831387,2833925,35,1.328777525
2835951,2838999,3,0.113895216
2820909,1488217,3,0.113895216
2817336,3773986,18,0.683371298
2830949,2825661,3,0.113895216
2807423,2820865,2,0.075930144
2820825,2824725,2,0.075930144
2806727,2806753,2,0.075930144
2808763,2807372,14,0.53151101
2833474,2817336,3,0.113895216
3121900,1488217,16,0.607441154
2831065,2831140,3,0.113895216
2806620,2807100,5,0.189825361
2831310,2829318,4,0.151860289
2831179,2831322,5,0.189825361
2817071,3069635,2,0.075930144
2809160,2809593,3,0.113895216
2831412,2863594,2,0.075930144
2795863,3783161,3,0.113895216
2824719,2885161,2,0.075930144
2817210,2833446,5,0.189825361
2831488,2825619,2,0.075930144
3633652,2835353,2,0.075930144
2824725,1488217,23,0.873196659
2831104,2823988,2,0.075930144
2831388,2824641,39,1.480637813
2809224,2808763,9,0.341685649
2831414,2825619,7,0.265755505
2948009,2828244,2,0.075930144
2831533,3010822,2,0.075930144
2831223,2831568,3,0.113895216
2817179,1488217,9,0.341685649
2808841,2809224,2,0.075930144
2831539,2831352,3,0.113895216
2807151,2806602,2,0.075930144
2807322,3083607,5,0.189825361
2889559,3642753,2,0.075930144
2809457,2806984,2,0.075930144
2824641,1488217,262,9.946848899
2837463,2794054,5,0.189825361
2815568,1488217,3,0.113895216
2809330,2807211,2,0.075930144
2808853,3404281,2,0.075930144
2831003,2831568,2,0.075930144
2831371,2831388,3,0.113895216
2831215,2819957,23,0.873196659
2813333,2833444,2,0.075930144
2838999,2828309,29,1.100987092
2808848,2808763,2,0.075930144
2806943,2807100,2,0.075930144
2952578,2815575,5,0.189825361
2831038,2831029,3,0.113895216
2809253,2807372,2,0.075930144
2807345,2807372,3,0.113895216
2839975,2833446,2,0.075930144
2837476,2817085,2,0.075930144
2833925,1488217,135,5.125284738
2819591,2815605,2,0.075930144
2828303,1488217,20,0.759301443
2831327,3010822,4,0.151860289
3533244,2815629,3,0.113895216
2895379,2807372,5,0.189825361
2828309,2824641,115,4.365983295
2835353,2831269,4,0.151860289
2947535,2831029,3,0.113895216
2863594,2831342,13,0.493545938
2831059,1488217,23,0.873196659
2809111,2809224,2,0.075930144
3443041,2835871,3,0.113895216
2831444,2819957,5,0.189825361
2820822,2815629,2,0.075930144
2831397,2831551,2,0.075930144
2820873,2815605,15,0.569476082
3431037,2820858,3,0.113895216
2831303,3010822,3,0.113895216
2819616,3642753,3,0.113895216
2817243,1488217,6,0.227790433
2808859,2806798,3,0.113895216
3642854,2820873,3,0.113895216
2834001,3010822,3,0.113895216
2830928,2831440,3,0.113895216
2831529,1488217,6,0.227790433
2806691,2807372,3,0.113895216
2921058,2831387,5,0.189825361
3566745,2839964,2,0.075930144
3613682,2839964,2,0.075930144
3613698,3633607,2,0.075930144
2839387,2831059,2,0.075930144
2897221,2831059,2,0.075930144
3218219,2819957,10,0.379650721
2923655,2840000,2,0.075930144
2883381,2794054,3,0.113895216
2923344,2840000,2,0.075930144
2895224,1488217,2,0.075930144
2891921,3390440,3,0.113895216
2923326,2839457,3,0.113895216
3811950,2819957,3,0.113895216
2937824,1488217,3,0.113895216
2883380,2817085,2,0.075930144
3390440,3121900,11,0.417615793
2889065,2809368,3,0.113895216
3784444,2815605,5,0.189825361
2794877,2793296,4,0.151860289
2792916,2795131,8,0.303720577
2812582,2794579,3,0.113895216
2814958,2793004,73,2.771450266
2796686,2814958,3,0.113895216
3566443,2825580,3,0.113895216
2811243,2814958,2,0.075930144
2793060,2796544,2,0.075930144
2814749,2796544,3,0.113895216
2795245,1863530,3,0.113895216
2793033,2795141,3,0.113895216
2814670,2794579,2,0.075930144
2814606,2811248,3,0.113895216
3396889,2834803,3,0.113895216
2814991,2814743,2,0.075930144
2792779,2796544,2,0.075930144
2814751,2814958,3,0.113895216
2962536,2796703,7,0.265755505
2792768,2796544,2,0.075930144
2794984,2795119,3,0.113895216
2796473,2796544,3,0.113895216
2815037,2796544,2,0.075930144
2814950,2814958,2,0.075930144
2792889,1863530,49,1.860288535
2814842,2794579,3,0.113895216
2794981,3549620,3,0.113895216
2793005,3592407,2,0.075930144
2803666,2814977,2,0.075930144
2794336,2829357,2,0.075930144
2801072,2794579,2,0.075930144
2814604,2796544,3,0.113895216
2812584,2794477,2,0.075930144
2812343,2814958,3,0.113895216
2792719,2814958,2,0.075930144
2812518,2811248,3,0.113895216
2794905,2796544,9,0.341685649
2812405,2800918,2,0.075930144
2812633,2814958,3,0.113895216
2769428,2796544,3,0.113895216
3735662,2797960,3,0.113895216
2812397,2795065,2,0.075930144
2872805,2796659,3,0.113895216
2795028,2828281,11,0.417615793
2937849,3208038,5,0.189825361
2814641,2834803,2,0.075930144
2815033,2814958,2,0.075930144
2796460,2797882,17,0.645406226
2812310,2794477,6,0.227790433
2814669,2794567,3,0.113895216
2796661,2923249,6,0.227790433
3631381,2814958,3,0.113895216
2792664,2796544,3,0.113895216
2807536,3638938,3,0.113895216
3266247,2777846,2,0.075930144
2795965,2796544,2,0.075930144
2792767,2796544,3,0.113895216
2795131,3376201,22,0.835231587
2796325,2796544,3,0.113895216
2801947,2792699,3,0.113895216
2812506,2796544,5,0.189825361
2812463,2814958,2,0.075930144
2814619,3208038,2,0.075930144
2814937,1863530,3,0.113895216
2814823,2796544,5,0.189825361
2812630,2794567,2,0.075930144
2796625,2796460,4,0.151860289
2814771,2796544,3,0.113895216
2814954,2812356,2,0.075930144
2814677,2923249,3,0.113895216
2814607,2814743,3,0.113895216
2814977,2793296,22,0.835231587
2796703,2793296,10,0.379650721
2814934,2796544,3,0.113895216
2794998,3116757,6,0.227790433
2795977,1863530,3,0.113895216
3744676,2851204,3,0.113895216
2796544,1863530,333,12.64236902
2814776,2814965,2,0.075930144
2812609,2792889,2,0.075930144
2814895,2796544,3,0.113895216
3116757,2825115,11,0.417615793
2796040,2796544,2,0.075930144
2792677,2796544,3,0.113895216
2812532,2800918,3,0.113895216
2812482,2923249,5,0.189825361
2812395,2814743,3,0.113895216
2792984,2795106,3,0.113895216
2812571,2814958,3,0.113895216
2793227,2792916,3,0.113895216
2796289,2796544,16,0.607441154
2796754,3116757,2,0.075930144
2796565,1863530,5,0.189825361
2812462,2796544,2,0.075930144
2796638,2789988,2,0.075930144
2775895,2801910,3,0.113895216
2814767,3592407,3,0.113895216
2814936,2814958,2,0.075930144
2793211,2793296,2,0.075930144
2814712,2814958,2,0.075930144
2807515,2795180,2,0.075930144
2796437,2829357,2,0.075930144
2812508,2812505,2,0.075930144
2793134,2793296,3,0.113895216
3803394,2800918,3,0.113895216
2846412,2796544,2,0.075930144
2812626,2796544,2,0.075930144
2814740,2813556,2,0.075930144
2812456,2796544,2,0.075930144
2792736,2795180,2,0.075930144
2814605,2796544,2,0.075930144
2796154,2851204,3,0.113895216
2812412,2812375,2,0.075930144
2814796,2792889,3,0.113895216
2814750,2793004,3,0.113895216
2777846,2795131,4,0.151860289
2814962,2814977,2,0.075930144
2814654,2814958,3,0.113895216
2812585,2796544,6,0.227790433
2792915,2851204,5,0.189825361
2794973,2937849,3,0.113895216
2815032,2814958,2,0.075930144
2795133,2796544,2,0.075930144
2797716,2794877,2,0.075930144
2796861,2825580,3,0.113895216
2801119,2794579,3,0.113895216
3447657,1863530,3,0.113895216
2796372,2796544,2,0.075930144
2792573,2795241,3,0.113895216
2830906,2814977,2,0.075930144
2795230,2813551,4,0.151860289
2795935,2795180,5,0.189825361
2796112,2796289,3,0.113895216
2814722,2796661,3,0.113895216
2796192,2789988,3,0.113895216
2795180,1863530,31,1.176917236
2812647,2813554,2,0.075930144
2793180,2796460,3,0.113895216
2780740,2795141,3,0.113895216
2796813,2795141,3,0.113895216
2814794,2814743,2,0.075930144
3533956,2796725,2,0.075930144
2814724,2923249,3,0.113895216
2814900,2800918,3,0.113895216
2805002,2812710,6,0.227790433
2812672,2814823,2,0.075930144
2814839,2796544,3,0.113895216
3151831,2803035,2,0.075930144
2814792,2800918,3,0.113895216
2812375,2796544,5,0.189825361
2799337,2794579,2,0.075930144
2812440,2793004,3,0.113895216
2812710,2800918,8,0.303720577
2812569,2814743,2,0.075930144
2793224,3063887,2,0.075930144
2812342,2814958,3,0.113895216
2814710,2814958,3,0.113895216
2794863,2810859,3,0.113895216
2812676,2796544,2,0.075930144
2814726,2800918,2,0.075930144
2814859,2800918,2,0.075930144
2795065,2796544,4,0.151860289
2796055,2796289,2,0.075930144
2814714,3592407,2,0.075930144
2796259,1863530,2,0.075930144
2794579,2794567,21,0.797266515
2793070,2796544,2,0.075930144
2793154,2794896,2,0.075930144
2792874,2825115,3,0.113895216
2792699,3549620,5,0.189825361
3563603,2794896,2,0.075930144
2792563,1863530,37,1.404707669
2814731,2794579,3,0.113895216
2796597,2796544,3,0.113895216
2796214,3549620,2,0.075930144
2814999,2793004,2,0.075930144
3268254,2814977,2,0.075930144
2793199,2796544,3,0.113895216
2814902,2796659,3,0.113895216
2812356,2796544,5,0.189825361
2796715,2792916,2,0.075930144
2795241,2796139,5,0.189825361
2815023,2792889,2,0.075930144
2812675,2796544,2,0.075930144
2812610,2814958,3,0.113895216
2800918,2792889,35,1.328777525
2794477,2793296,15,0.569476082
2796146,2793104,3,0.113895216
2812716,2814977,2,0.075930144
3144060,2805002,3,0.113895216
2808396,2794905,3,0.113895216
2792673,2796289,2,0.075930144
2792354,2795180,6,0.227790433
2792597,2796544,2,0.075930144
2812439,3592407,3,0.113895216
2796435,2796544,3,0.113895216
2812570,2814958,3,0.113895216
2814718,2796544,3,0.113895216
3638938,2804567,6,0.227790433
2812406,3592407,3,0.113895216
2796441,2793004,3,0.113895216
2812413,2814977,3,0.113895216
2795978,1863530,3,0.113895216
2795938,2793004,2,0.075930144
2794335,2796289,3,0.113895216
2796594,2794477,3,0.113895216
2795232,2792563,3,0.113895216
2812404,3240819,2,0.075930144
2795141,2796544,17,0.645406226
2812587,2792889,2,0.075930144
2796172,2796544,3,0.113895216
2814965,2796544,4,0.151860289
2796302,2796544,3,0.113895216
2780756,2796289,3,0.113895216
2796659,2923249,18,0.683371298
2814711,2796544,3,0.113895216
2923417,2851204,3,0.113895216
2792636,2792563,6,0.227790433
2796128,2796544,3,0.113895216
2792461,2796659,2,0.075930144
2812611,2814743,3,0.113895216
2814785,2800918,2,0.075930144
2814795,2795230,2,0.075930144
2792728,2796544,2,0.075930144
2812541,2814958,2,0.075930144
2811248,2793004,14,0.53151101
2812369,2800918,2,0.075930144
2793004,1863530,161,6.112376614
2814848,2814958,3,0.113895216
2796586,2796544,3,0.113895216
3354960,1863530,6,0.227790433
2793274,2796544,3,0.113895216
2796139,1863530,7,0.265755505
2792742,2795935,2,0.075930144
2812504,2796544,2,0.075930144
2812671,2814958,3,0.113895216
2795119,2796460,8,0.303720577
2814752,2792889,3,0.113895216
2813517,2796659,2,0.075930144
2795026,1863530,2,0.075930144
2815011,2818002,2,0.075930144
3642871,2789988,3,0.113895216
2792679,2851204,3,0.113895216
3376201,1863530,24,0.911161731
2812396,2811248,3,0.113895216
2793179,2825580,3,0.113895216
2812574,2814743,3,0.113895216
2795177,3754878,2,0.075930144
2792702,2796544,2,0.075930144
2814840,2814977,2,0.075930144
2792857,2796544,2,0.075930144
2796491,2794903,3,0.113895216
2812475,2796544,5,0.189825361
2818002,2796659,4,0.151860289
2797960,2796544,5,0.189825361
3240819,2813551,4,0.151860289
2814652,2814958,2,0.075930144
2789988,2829357,16,0.607441154
2809729,2794905,2,0.075930144
3735621,1863530,2,0.075930144
2812693,2794567,2,0.075930144
2796537,2792563,3,0.113895216
3230871,2800918,3,0.113895216
2796252,2793004,3,0.113895216
2814667,2814958,3,0.113895216
2796005,2795141,2,0.075930144
2812341,2796544,3,0.113895216
2793218,2795180,2,0.075930144
2793119,2796544,2,0.075930144
2776309,2795119,2,0.075930144
2794903,1863530,6,0.227790433
2814655,2811248,3,0.113895216
2796084,2789988,3,0.113895216
2812649,2813556,3,0.113895216
2812691,2793004,3,0.113895216
2792879,2796544,2,0.075930144
2814946,2796544,2,0.075930144
3739109,2851204,2,0.075930144
2806539,2796544,8,0.303720577
3754878,2829357,5,0.189825361
2796747,2792636,3,0.113895216
2920721,2796565,3,0.113895216
2814784,2794567,3,0.113895216
3734816,2806539,3,0.113895216
2814966,2806539,2,0.075930144
2795038,1863530,2,0.075930144
2796413,2792915,3,0.113895216
2812717,2796544,2,0.075930144
3061628,2801916,3,0.113895216
3474547,3354960,4,0.151860289
3063887,1863530,4,0.151860289
2859321,2814958,3,0.113895216
2795003,2796625,2,0.075930144
2815027,2794567,2,0.075930144
2793056,3549620,2,0.075930144
2796678,1863530,2,0.075930144
2812674,2814958,3,0.113895216
2814625,2812475,3,0.113895216
2793104,2792563,6,0.227790433
2794896,2795131,6,0.227790433
2795106,2813554,6,0.227790433
2792710,2792563,3,0.113895216
3631343,2796544,3,0.113895216
2796725,2795028,5,0.189825361
2793131,2795141,2,0.075930144
2812579,2834803,2,0.075930144
2812454,2793004,2,0.075930144
2920683,2795028,3,0.113895216
2796456,2796544,5,0.189825361
2814743,2796544,20,0.759301443
2793098,2796544,3,0.113895216
3838407,2923249,3,0.113895216
2796554,2797882,3,0.113895216
2792765,2796544,3,0.113895216
2814857,2794477,2,0.075930144
2794567,1863530,36,1.366742597
2812505,2796544,5,0.189825361
2811245,2814958,3,0.113895216
2829357,2825115,27,1.025056948
2848411,1863530,2,0.075930144
2828209,2962536,2,0.075930144
2849009,2793004,2,0.075930144
2854513,2812585,3,0.113895216
2803037,2825125,2,0.075930144
2837360,2793296,4,0.151860289
2813554,1863530,12,0.455580866
2803045,2795131,2,0.075930144
2825125,2796544,8,0.303720577
2804566,2795180,2,0.075930144
2813557,2923249,3,0.113895216
2825117,2813551,2,0.075930144
2801910,1863530,31,1.176917236
3773649,2793004,2,0.075930144
2834801,2962536,2,0.075930144
3520900,2796544,2,0.075930144
2803035,2793296,4,0.151860289
2836505,2814977,2,0.075930144
2810858,2792354,3,0.113895216
2849008,3483525,3,0.113895216
2801916,1863530,6,0.227790433
3539645,2825125,3,0.113895216
2813551,1863530,13,0.493545938
2833147,2828281,2,0.075930144
2813556,2923249,8,0.303720577
2803034,2794905,2,0.075930144
3488328,2795141,2,0.075930144
2810859,2795180,6,0.227790433
2793296,1863530,107,4.062262718
2804567,2792563,9,0.341685649
2801917,2795180,3,0.113895216
2923249,1863530,64,2.429764617
2797882,2801910,25,0.949126803
2836222,2812482,3,0.113895216
2803046,2796544,3,0.113895216
2828281,2793296,16,0.607441154
2833144,2789988,3,0.113895216
2836096,2834803,3,0.113895216
2803043,2792563,2,0.075930144
2834803,2923249,12,0.455580866
2833146,1863530,3,0.113895216
3686917,2796544,2,0.075930144
3712453,3592407,3,0.113895216
3483525,3592407,5,0.189825361
2825111,2794998,3,0.113895216
3208038,1863530,10,0.379650721
2849007,2793296,3,0.113895216
2834740,2812310,3,0.113895216
2803039,2792563,2,0.075930144
2851204,2793296,22,0.835231587
2848407,2793004,3,0.113895216
2825580,2825115,11,0.417615793
2823849,2796544,3,0.113895216
2825599,2797882,3,0.113895216
2834744,2796456,2,0.075930144
2811366,2813554,2,0.075930144
3576997,2793004,2,0.075930144
2825582,2812506,2,0.075930144
3454225,3474547,2,0.075930144
2804582,1863530,2,0.075930144
2813559,2796659,2,0.075930144
3592407,2793004,24,0.911161731
3716075,2825115,2,0.075930144
3549620,2793004,18,0.683371298
2836214,3549620,3,0.113895216
2804562,2796544,2,0.075930144
2813000,2837360,2,0.075930144
2825115,2796544,59,2.239939256
2803038,2825115,2,0.075930144
3447200,2814977,2,0.075930144
2796269,3553767,4,0.151860289
3422790,2792498,3,0.113895216
2810243,3125781,3,0.113895216
2796769,3258956,8,0.303720577
3010845,3553767,3,0.113895216
3222172,2769442,3,0.113895216
2792659,3553767,94,3.568716781
2810285,2796200,4,0.151860289
2815785,3417136,5,0.189825361
2792904,2809712,25,0.949126803
2807940,3079936,3,0.113895216
2808016,2807948,4,0.151860289
2793190,2813351,3,0.113895216
2769435,3553767,3,0.113895216
2776319,2795152,17,0.645406226
2793591,2795415,2,0.075930144
2792406,3214736,3,0.113895216
3586650,3553767,6,0.227790433
3093117,2795140,2,0.075930144
2792389,3553767,3,0.113895216
3258956,3553767,30,1.138952164
2815773,3374303,2,0.075930144
2796834,2806541,7,0.265755505
2808283,2810421,5,0.189825361
3374303,2814452,16,0.607441154
2793287,3553767,3,0.113895216
3387955,2792929,2,0.075930144
3214953,2796200,2,0.075930144
3225556,2793727,2,0.075930144
2774373,3553767,2,0.075930144
2795164,3553767,3,0.113895216
2810430,3553767,5,0.189825361
2796291,2792498,3,0.113895216
2783226,3188666,13,0.493545938
2796599,2801935,3,0.113895216
2792651,2792659,2,0.075930144
2797547,2795415,4,0.151860289
3107923,3417136,3,0.113895216
2796102,2808498,3,0.113895216
3493635,3553767,3,0.113895216
2794343,3258956,2,0.075930144
2792639,2809712,3,0.113895216
2814457,3079661,3,0.113895216
2795960,3553767,2,0.075930144
2792570,3553767,2,0.075930144
2814523,2808016,2,0.075930144
