Id,Name,Type,EnableDataSending,EnableDataPassThrough,IsAggregate,IsCollapsed,DataToSend,MaxLatency,X,Y,Latitude,Longitude,EndPt,UserData
2828842,meter_15272,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.30592,-94.773159,[1],@$MeterRead8VM|1661;
2796649,meter_7601,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.28402,-94.820887,[1],@$MeterRead8VM|1661;
2799295,meter_8414,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.267779,-94.836229,[1],@$MeterRead8VM|1661;
2804936,meter_9449,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.270192,-94.828506,[1],@$MeterRead8NoVM|1198;
2830622,meter_15482,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.289003,-94.826028,[1],@$MeterRead8VM|1661;
3511333,meter_22577,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.29548326,-94.78681762,[1],@$MeterRead8NoVM|1198;
3711532,meter_23800,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.28259318,-94.81441681,[1],@$MeterRead8VM|1661;
2804004,meter_9223,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.265824,-94.834691,[1],@$MeterRead8VM|1661;
2829058,meter_15362,Meter2,true,true,false,false,1198,18000,0.0,0.0,29.303895,-94.796506,[1],@$MeterRead8NoVM|1198;
2806853,meter_9891,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.304235,-94.774469,[1],@$MeterRead8NoVM|1198;
2783935,meter_1001,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.286073,-94.799545,[1],@$MeterRead8NoVM|1198;
2806909,meter_9938,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.300394,-94.786179,[1],@$MeterRead8VM|1661;
2852638,meter_18499,Meter3,true,true,false,false,1049,18000,0.0,0.0,29.287296,-94.865311,[1],@$MeterRead8NoVM|1049;
3308627,meter_21524,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.301279,-94.780286,[1],@$MeterRead8NoVM|1198;
2789934,meter_3686,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.293175,-94.81013,[1],@$MeterRead8VM|1661;
2793858,meter_6250,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.282369,-94.871243,[1],@$MeterRead8VM|1661;
3335936,meter_21613,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.287301,-94.839207,[1],@$MeterRead8VM|1661;
2792587,meter_5351,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.281711,-94.822598,[1],@$MeterRead8VM|1661;
3387955,meter_21850,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.280366,-94.822906,[1],@$MeterRead8NoVM|1198;
2809194,meter_11340,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.298894,-94.780993,[1],@$MeterRead8NoVM|1198;
3151830,meter_20803,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.281103,-94.824767,[1],@$MeterRead8VM|1661;
2797004,meter_7854,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.291671,-94.801466,[1],@$MeterRead8NoVM|1198;
2836071,meter_17555,Meter3,true,true,false,false,2084,18000,0.0,0.0,29.272517,-94.826888,[1],@$MeterRead8VM|2084;
3479931,meter_22371,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.290511,-94.794865,[1],@$MeterRead8VM|1661;
2831553,meter_16069,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.306018,-94.781152,[1],@$MeterRead8NoVM|1198;
2792593,meter_5357,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.278172,-94.824971,[1],@$MeterRead8NoVM|1198;
2834124,meter_16585,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.283033,-94.802975,[1],@$MeterRead8VM|1661;
2791602,meter_4663,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.293148,-94.807759,[1],@$MeterRead8NoVM|1198;
2808275,meter_10838,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.286111,-94.819027,[1],@$MeterRead8NoVM|1198;
2783771,meter_866,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.285287,-94.80154,[1],@$MeterRead8VM|1661;
2821395,meter_14765,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.276724,-94.83666,[1],@$MeterRead8VM|1661;
2807339,meter_10270,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.295092,-94.785856,[1],@$MeterRead8VM|1661;
2759324,meter_135,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.286562,-94.795546,[1],@$MeterRead8NoVM|1198;
2819603,meter_14390,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.304141,-94.783602,[1],@$MeterRead8VM|1661;
2784972,meter_1345,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.284494,-94.797342,[1],@$MeterRead8VM|1661;
2796465,meter_7438,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.29661,-94.812393,[1],@$MeterRead8NoVM|1198;
2792369,meter_5170,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.297941,-94.811968,[1],@$MeterRead8NoVM|1198;
3594768,meter_23068,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.27983119,-94.81036877,[1],@$MeterRead8VM|1661;
2750983,meter_34,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.282769,-94.802848,[1],@$MeterRead8NoVM|1198;
2947617,meter_19662,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.308355,-94.782037,[1],@$MeterRead8VM|1661;
2789439,meter_3264,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.290862,-94.805628,[1],@$MeterRead8VM|1661;
2784484,meter_1184,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.281817,-94.810094,[1],@$MeterRead8VM|1661;
2783948,meter_1012,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.282364,-94.812796,[1],@$MeterRead8NoVM|1198;
2828249,meter_15229,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.303745,-94.786163,[1],@$MeterRead8VM|1661;
2792964,meter_5680,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.278833,-94.818836,[1],@$MeterRead8NoVM|1198;
2784678,meter_1246,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.280667,-94.808263,[1],@$MeterRead8NoVM|1198;
2835945,meter_17450,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.311459,-94.768653,[1],@$MeterRead8VM|1661;
2787493,meter_2119,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.287149,-94.795305,[1],@$MeterRead8NoVM|1198;
2807689,meter_10473,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.277491,-94.832422,[1],@$MeterRead8VM|1661;
2788937,meter_2984,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.293648,-94.790282,[1],@$MeterRead8NoVM|1198;
2791573,meter_4639,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.294776,-94.79684,[1],@$MeterRead8NoVM|1198;
2801568,meter_8792,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.277595,-94.828999,[1],@$MeterRead8VM|1661;
3642494,meter_23352,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.29613672,-94.80088241,[1],@$MeterRead8NoVM|1198;
2892746,meter_19011,Meter3,true,true,false,false,2084,18000,0.0,0.0,29.306462,-94.794597,[1],@$MeterRead8VM|2084;
2791628,meter_4686,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.2961,-94.803716,[1],@$MeterRead8NoVM|1198;
2789395,meter_3224,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.2903,-94.80658,[1],@$MeterRead8NoVM|1198;
2793135,meter_5831,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.298567,-94.810057,[1],@$MeterRead8NoVM|1198;
2790794,meter_4075,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.28876,-94.799112,[1],@$MeterRead8VM|1661;
3150736,meter_20790,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.304629,-94.778094,[1],@$MeterRead8NoVM|1198;
3694794,meter_23700,Meter3,true,true,false,false,1049,18000,0.0,0.0,29.30511,-94.792624,[1],@$MeterRead8NoVM|1049;
2787204,meter_2053,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.281311,-94.804718,[1],@$MeterRead8NoVM|1198;
3774356,meter_24106,Meter2,true,true,false,false,1198,18000,0.0,0.0,29.306271,-94.771963,[1],@$MeterRead8NoVM|1198;
3241076,meter_21130,Meter2,true,true,false,false,1661,18000,0.0,0.0,29.304135,-94.791097,[1],@$MeterRead8VM|1661;
2815784,meter_13845,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.286156,-94.828997,[1],@$MeterRead8NoVM|1198;
3729320,meter_23853,Meter2,true,true,false,false,1198,18000,0.0,0.0,29.306271,-94.771963,[1],@$MeterRead8NoVM|1198;
2810395,meter_12029,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.288621,-94.818773,[1],@$MeterRead8VM|1661;
2817746,meter_14219,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.268956,-94.845737,[1],@$MeterRead8VM|1661;
2809560,meter_11621,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.300802,-94.783653,[1],@$MeterRead8NoVM|1198;
2788141,meter_2433,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.291395,-94.806166,[1],@$MeterRead8VM|1661;
2836969,meter_17784,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.30663,-94.788682,[1],@$MeterRead8VM|1661;
2817091,meter_13942,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.300832,-94.788126,[1],@$MeterRead8NoVM|1198;
3442789,meter_22162,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.29398268,-94.80261163,[1],@$MeterRead8VM|1661;
2807136,meter_10114,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.297794,-94.785324,[1],@$MeterRead8VM|1661;
3817063,meter_24293,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.290987,-94.804876,[1],@$MeterRead8NoVM|1198;
2833718,meter_16453,Meter3,true,true,false,false,1049,18000,0.0,0.0,29.287269,-94.820923,[1],@$MeterRead8NoVM|1049;
2810309,meter_11953,Meter1,true,true,false,false,1661,18000,0.0,0.0,29.289575,-94.82385,[1],@$MeterRead8VM|1661;
2835594,meter_17125,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.312431,-94.767044,[1],@$MeterRead8NoVM|1198;
2810154,meter_11834,Meter1,true,true,false,false,1198,18000,0.0,0.0,29.269499,-94.836672,[1],@$MeterRead8NoVM|1198;
